	identifier	file	clip	clip_soft	scale	sum_stat	strand_pair	description	assay	source	group	strand
7115	ENCFF851BGA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7116	RNA:foreskin keratinocyte male newborn	rna	encode	encode-rna	+
7117	ENCFF940DUI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7117	RNA:K562 treated with 10 nM Chaetocin for 12 hours	rna	encode	encode-rna	.
7118	ENCFF325GTZ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7118	RNA:immature natural killer cell	rna	encode	encode-rna	.
7119	ENCFF248FOA	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7119	RNA:with multiple sclerosis; CD4-positive, alpha-beta memory T cell	rna	encode	encode-rna	.
7120	ENCFF118IXU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7121	RNA:WTC11	rna	encode	encode-rna	+
7122	ENCFF985BPB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7123	RNA:mucosa of descending colon tissue male adult (40 years)	rna	encode	encode-rna	+
7124	ENCFF643ZAD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7125	RNA:right cardiac atrium tissue male adult (34 years)	rna	encode	encode-rna	+
7126	ENCFF565FOF	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7126	RNA:muscle of arm tissue embryo (101 days)	rna	encode	encode-rna	.
7127	ENCFF532MCC	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7127	RNA:IgD-negative memory B cell	rna	encode	encode-rna	.
7128	ENCFF340TAG+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7129	RNA:gastrocnemius medialis tissue female adult (53 years)	rna	encode	encode-rna	+
7130	ENCFF064KKA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7131	RNA:adrenal gland tissue male adult (21 years)	rna	encode	encode-rna	+
7132	ENCFF544MJM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7133	RNA:hair follicular keratinocyte male adult (55 years)	rna	encode	encode-rna	+
7134	ENCFF838WFU	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7134	RNA:fibroblast of skin of abdomen male embryo (97 days)	rna	encode	encode-rna	.
7135	ENCFF267DQT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7136	RNA:adipose tissue tissue female adult (30 years)	rna	encode	encode-rna	+
7137	ENCFF166WWA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7138	RNA:thyroid gland tissue female adult (51 years)	rna	encode	encode-rna	+
7139	ENCFF662LZH	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7139	RNA:adrenal gland tissue male embryo (108 days)	rna	encode	encode-rna	.
7140	ENCFF082CYK	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7140	RNA:K562 treated with 10 uM AR-42 for 24 hours	rna	encode	encode-rna	.
7141	ENCFF334KVA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7142	RNA:naive thymus-derived CD8-positive, alpha-beta T cell male adult (30 years)	rna	encode	encode-rna	+
7143	ENCFF205MJV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7144	RNA:heart left ventricle tissue male child (3 years)	rna	encode	encode-rna	+
7145	ENCFF134ALH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7146	RNA:testis tissue male adult (44 years)	rna	encode	encode-rna	+
7147	ENCFF652PJM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7147	RNA:K562 treated with 100 nM GSK J4 for 24 hours	rna	encode	encode-rna	.
7148	ENCFF927ANS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7149	RNA:with Alzheimer's disease; middle frontal area 46 tissue female adult (86 years)	rna	encode	encode-rna	+
7150	ENCFF632MAZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7151	RNA:activated CD4-positive, alpha-beta memory T cell male adult (43 years)	rna	encode	encode-rna	+
7152	ENCFF940PJY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7153	RNA:M059J	rna	encode	encode-rna	+
7154	ENCFF221JZR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7155	RNA:K562 insoluble cytoplasmic fraction	rna	encode	encode-rna	+
7156	ENCFF730BTN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7157	RNA:foreskin melanocyte male newborn	rna	encode	encode-rna	+
7158	ENCFF087ORU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7159	RNA:HCT116	rna	encode	encode-rna	+
7160	ENCFF594TMO	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7160	RNA:muscle of leg tissue female embryo (113 days)	rna	encode	encode-rna	.
7161	ENCFF101ASV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7162	RNA:mesendoderm originated from H1	rna	encode	encode-rna	+
7163	ENCFF610OAY	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7163	RNA:spleen tissue male embryo (120 days)	rna	encode	encode-rna	.
7164	ENCFF930CLZ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7164	RNA:with multiple sclerosis; immature natural killer cell	rna	encode	encode-rna	.
7165	ENCFF854EBH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7166	RNA:prostate gland tissue male adult (54 years)	rna	encode	encode-rna	+
7167	ENCFF633OPC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7168	RNA:trophoblast tissue embryo (22 weeks)	rna	encode	encode-rna	+
7169	ENCFF759QTQ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7169	RNA:stomach tissue female embryo (107 days)	rna	encode	encode-rna	.
7170	ENCFF629GCT	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7170	RNA:left kidney tissue male embryo (96 days)	rna	encode	encode-rna	.
7171	ENCFF777ZZR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7172	RNA:placental basal plate tissue male embryo (16 weeks)	rna	encode	encode-rna	+
7173	ENCFF911IWQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7174	RNA:subcutaneous adipose tissue tissue male adult (37 years)	rna	encode	encode-rna	+
7175	ENCFF771JBV	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7175	RNA:forelimb muscle tissue female embryo (108 days)	rna	encode	encode-rna	.
7176	ENCFF920HIF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7177	RNA:H9	rna	encode	encode-rna	+
7178	ENCFF811FXS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7179	RNA:H1	rna	encode	encode-rna	+
7180	ENCFF970CQA	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7180	RNA:IgD-negative memory B cell	rna	encode	encode-rna	.
7181	ENCFF112IXW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7182	RNA:liver tissue male child (3 years)	rna	encode	encode-rna	+
7183	ENCFF155PWD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7184	RNA:mole tissue female	rna	encode	encode-rna	+
7185	ENCFF697OJB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7186	RNA:adipose tissue tissue male child (3 years)	rna	encode	encode-rna	+
7187	ENCFF350OVE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7188	RNA:lower lobe of left lung tissue female adult (59 years)	rna	encode	encode-rna	+
7189	ENCFF481AMD+	path/to/data/coverage+.w5	768	384	0.6390034863451481	sum_sqrt	7190	RNA:small intestine tissue male adult (34 years)	rna	encode	encode-rna	+
7191	ENCFF597SVD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7192	RNA:ascending aorta tissue female adult (53 years)	rna	encode	encode-rna	+
7193	ENCFF504JQU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7194	RNA:stomach tissue male adult (34 years)	rna	encode	encode-rna	+
7195	ENCFF751PQP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7196	RNA:ovary tissue female adult (30 years)	rna	encode	encode-rna	+
7197	ENCFF753LZJ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7197	RNA:ovary tissue female embryo	rna	encode	encode-rna	.
7198	ENCFF900XSJ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7199	RNA:omental fat pad tissue male adult (37 years)	rna	encode	encode-rna	+
7200	ENCFF590WBY	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7200	RNA:muscle of back tissue male embryo (91 days)	rna	encode	encode-rna	.
7201	ENCFF225CYB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7202	RNA:progenitor cell of endocrine pancreas	rna	encode	encode-rna	+
7203	ENCFF457QEG	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7203	RNA:left lung tissue male embryo (91 days)	rna	encode	encode-rna	.
7204	ENCFF817LFV	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7204	RNA:K562 treated with 7.5 nM Panobinostat for 24 hours	rna	encode	encode-rna	.
7205	ENCFF381OAF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7206	RNA:HFFc6	rna	encode	encode-rna	+
7207	ENCFF629VCP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7208	RNA:HUES64	rna	encode	encode-rna	+
7209	ENCFF274KQB	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7209	RNA:K562 treated with 10 uM Crizotinib for 12 hours	rna	encode	encode-rna	.
7210	ENCFF558ZAJ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7210	RNA:adrenal gland tissue female embryo (108 days)	rna	encode	encode-rna	.
7211	ENCFF553LFH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7212	RNA:gastroesophageal sphincter tissue female adult (53 years)	rna	encode	encode-rna	+
7213	ENCFF056UVT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7214	RNA:chorion tissue male embryo (16 weeks)	rna	encode	encode-rna	+
7215	ENCFF206OGU+	path/to/data/coverage+.w5	768	384	0.3480142405063291	sum_sqrt	7216	RNA:adipose tissue tissue male adult (34 years)	rna	encode	encode-rna	+
7217	ENCFF682NDW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7218	RNA:PC-9	rna	encode	encode-rna	+
7219	ENCFF689BPI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7219	RNA:GM23338 originated from GM23248	rna	encode	encode-rna	.
7220	ENCFF008POE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7221	RNA:esophagus muscularis mucosa tissue male adult (54 years)	rna	encode	encode-rna	+
7222	ENCFF056FRZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7223	RNA:stomach tissue female adult (53 years)	rna	encode	encode-rna	+
7224	ENCFF349IKE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7225	RNA:adrenal gland tissue female adult (53 years)	rna	encode	encode-rna	+
7226	ENCFF012MMA	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7226	RNA:naive thymus-derived CD4-positive, alpha-beta T cell	rna	encode	encode-rna	.
7227	ENCFF193HUI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7227	RNA:testis tissue male embryo	rna	encode	encode-rna	.
7228	ENCFF988LZV	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7228	RNA:K562 treated with 50 uM C646 for 4 hours	rna	encode	encode-rna	.
7229	ENCFF541ZMB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7230	RNA:left colon tissue female adult (59 years)	rna	encode	encode-rna	+
7231	ENCFF099RCL	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7231	RNA:left renal cortex interstitium tissue male embryo (120 days)	rna	encode	encode-rna	.
7232	ENCFF024MEB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7233	RNA:neural crest cell	rna	encode	encode-rna	+
7234	ENCFF498CLL	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7234	RNA:with multiple sclerosis; CD4-positive, CD25-positive, alpha-beta regulatory T cell	rna	encode	encode-rna	.
7235	ENCFF382VRE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7236	RNA:trophoblast cell originated from H1	rna	encode	encode-rna	+
7237	ENCFF805SZS	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7237	RNA:T-cell male adult (37 years)	rna	encode	encode-rna	.
7238	ENCFF386YGS+	path/to/data/coverage+.w5	768	384	0.4277421236872812	sum_sqrt	7239	RNA:aorta tissue male adult (34 years)	rna	encode	encode-rna	+
7240	ENCFF133LYJ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7241	RNA:adrenal gland tissue female adult (41 years)	rna	encode	encode-rna	+
7242	ENCFF343JCX	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7242	RNA:with multiple sclerosis; CD8-positive, alpha-beta memory T cell	rna	encode	encode-rna	.
7243	ENCFF366WMR	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7243	RNA:with multiple sclerosis; immature natural killer cell	rna	encode	encode-rna	.
7244	ENCFF851XAJ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7245	RNA:heart left ventricle tissue male adult (34 years)	rna	encode	encode-rna	+
7246	ENCFF270YAA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7247	RNA:left colon tissue female adult (46 years)	rna	encode	encode-rna	+
7248	ENCFF958WEW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7249	RNA:chondrocyte	rna	encode	encode-rna	+
7250	ENCFF295UWT	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7250	RNA:stomach tissue embryo (101 days)	rna	encode	encode-rna	.
7251	ENCFF502RUV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7252	RNA:thymus tissue male child (3 years)	rna	encode	encode-rna	+
7253	ENCFF259EZH	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7253	RNA:large intestine tissue male embryo (91 days)	rna	encode	encode-rna	.
7254	ENCFF462CKY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7255	RNA:activated CD4-positive, alpha-beta memory T cell male adult (43 years)	rna	encode	encode-rna	+
7256	ENCFF813JFQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7257	RNA:trophoblast tissue male embryo (16 weeks)	rna	encode	encode-rna	+
7258	ENCFF333ENA	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7258	RNA:stomach tissue female embryo (98 days)	rna	encode	encode-rna	.
7259	ENCFF924CJI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7259	RNA:with multiple sclerosis; naive B cell	rna	encode	encode-rna	.
7260	ENCFF734UPN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7261	RNA:amnion tissue male embryo (16 weeks)	rna	encode	encode-rna	+
7262	ENCFF050ROK	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7262	RNA:muscle of arm tissue female embryo (85 days)	rna	encode	encode-rna	.
7263	ENCFF312ZLI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7264	RNA:K562	rna	encode	encode-rna	+
7265	ENCFF794ZUR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7266	RNA:placental basal plate tissue male embryo (38 weeks)	rna	encode	encode-rna	+
7267	ENCFF145JTX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7268	RNA:middle frontal area 46 tissue female adult (85 years)	rna	encode	encode-rna	+
7269	ENCFF532KPO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7270	RNA:tibial nerve tissue male adult (37 years)	rna	encode	encode-rna	+
7271	ENCFF321EHO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7272	RNA:GM23248	rna	encode	encode-rna	+
7273	ENCFF722TDX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7274	RNA:IMR-90	rna	encode	encode-rna	+
7275	ENCFF542OVF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7276	RNA:transverse colon tissue female adult (53 years)	rna	encode	encode-rna	+
7277	ENCFF718DUW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7278	RNA:adrenal gland tissue female adult (51 years)	rna	encode	encode-rna	+
7279	ENCFF980FZG+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7280	RNA:Peyer's patch tissue male adult (37 years)	rna	encode	encode-rna	+
7281	ENCFF875RMF	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7281	RNA:with multiple sclerosis; naive B cell	rna	encode	encode-rna	.
7282	ENCFF483IQJ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7282	RNA:muscle of back tissue female embryo (98 days)	rna	encode	encode-rna	.
7283	ENCFF466NAU	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7283	RNA:K562 treated with 100 nM GSK J4 for 12 hours	rna	encode	encode-rna	.
7284	ENCFF347OLB	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7284	RNA:K562 treated with 5 uM JQ1 for 24 hours	rna	encode	encode-rna	.
7285	ENCFF372DGR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7286	RNA:sigmoid colon tissue male adult (54 years)	rna	encode	encode-rna	+
7287	ENCFF495AAX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7288	RNA:HepG2 insoluble cytoplasmic fraction	rna	encode	encode-rna	+
7289	ENCFF458ASG+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7290	RNA:MCF 10A	rna	encode	encode-rna	+
7291	ENCFF818BRP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7292	RNA:mammary microvascular endothelial cell female adult (26 years)	rna	encode	encode-rna	+
7293	ENCFF573JBK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7294	RNA:left lung tissue male adult (40 years)	rna	encode	encode-rna	+
7295	ENCFF740HBZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7296	RNA:upper lobe of right lung tissue male adult (60 years)	rna	encode	encode-rna	+
7297	ENCFF903PTH	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7297	RNA:CD4-positive, CD25-positive, alpha-beta regulatory T cell	rna	encode	encode-rna	.
7298	ENCFF711RSC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7299	RNA:psoas muscle tissue male child (3 years)	rna	encode	encode-rna	+
7300	ENCFF840DDQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7301	RNA:activated CD8-positive, alpha-beta memory T cell male adult (30 years)	rna	encode	encode-rna	+
7302	ENCFF403PZE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7303	RNA:cardiac septum tissue female adult (41 years)	rna	encode	encode-rna	+
7304	ENCFF045JED+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7305	RNA:activated naive CD8-positive, alpha-beta T cell male adult (30 years)	rna	encode	encode-rna	+
7306	ENCFF509KPQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7307	RNA:GM12878	rna	encode	encode-rna	+
7308	ENCFF745TWT	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7308	RNA:right renal cortex interstitium tissue male embryo (105 days)	rna	encode	encode-rna	.
7309	ENCFF595CZA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7310	RNA:airway epithelial cell	rna	encode	encode-rna	+
7311	ENCFF929RPC+	path/to/data/coverage+.w5	768	384	2.003142076502732	sum_sqrt	7312	RNA:sigmoid colon tissue female adult (30 years)	rna	encode	encode-rna	+
7313	ENCFF577ZXA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7314	RNA:lower lobe of right lung tissue male adult (60 years)	rna	encode	encode-rna	+
7315	ENCFF118XUB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7316	RNA:sigmoid colon tissue female adult (51 years)	rna	encode	encode-rna	+
7317	ENCFF589DYO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7318	RNA:myotube originated from skeletal muscle myoblast	rna	encode	encode-rna	+
7319	ENCFF333QAU	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7319	RNA:common myeloid progenitor, CD34-positive female adult (33 years)	rna	encode	encode-rna	.
7320	ENCFF553FQR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7321	RNA:heart left ventricle tissue female adult (46 years)	rna	encode	encode-rna	+
7322	ENCFF512AIP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7323	RNA:thoracic aorta tissue male adult (54 years)	rna	encode	encode-rna	+
7324	ENCFF668DGV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7325	RNA:mesenteric fat pad tissue female adult (59 years)	rna	encode	encode-rna	+
7326	ENCFF237XXC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7327	RNA:upper lobe of left lung tissue male adult (54 years)	rna	encode	encode-rna	+
7328	ENCFF368TTD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7329	RNA:ovary tissue female adult (53 years)	rna	encode	encode-rna	+
7330	ENCFF863HRX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7331	RNA:HFFc6	rna	encode	encode-rna	+
7332	ENCFF999ARF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7333	RNA:psoas muscle tissue male adult (34 years)	rna	encode	encode-rna	+
7334	ENCFF463TDW	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7334	RNA:GM12878	rna	encode	encode-rna	.
7335	ENCFF685VLN	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7335	RNA:K562 treated with 7.5 nM Vorinostat for 24 hours	rna	encode	encode-rna	.
7336	ENCFF203UBD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7337	RNA:activated T-cell male adult (38 years) treated with 50 U/mL Interleukin-2 for 4 hours, anti-CD3 and anti-CD28 coated beads for 4 hours	rna	encode	encode-rna	+
7338	ENCFF918AOG	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7338	RNA:with multiple sclerosis; CD8-positive, alpha-beta memory T cell	rna	encode	encode-rna	.
7339	ENCFF255CRM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7340	RNA:ectodermal cell originated from HUES64	rna	encode	encode-rna	+
7341	ENCFF734OLC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7342	RNA:foreskin fibroblast male newborn	rna	encode	encode-rna	+
7343	ENCFF563AJC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7344	RNA:gastrocnemius medialis tissue male adult (37 years)	rna	encode	encode-rna	+
7345	ENCFF756IDW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7346	RNA:right cardiac atrium tissue male adult (60 years)	rna	encode	encode-rna	+
7347	ENCFF818TKM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7348	RNA:stomach tissue female adult (51 years)	rna	encode	encode-rna	+
7349	ENCFF918QTH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7350	RNA:activated CD4-positive, alpha-beta memory T cell male adult (43 years)	rna	encode	encode-rna	+
7351	ENCFF444MUM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7351	RNA:large intestine tissue female embryo (98 days)	rna	encode	encode-rna	.
7352	ENCFF593EJA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7353	RNA:sigmoid colon tissue male adult (37 years)	rna	encode	encode-rna	+
7354	ENCFF108RDF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7355	RNA:tibial nerve tissue female adult (53 years)	rna	encode	encode-rna	+
7356	ENCFF238NVT	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7356	RNA:hepatocyte originated from H9	rna	encode	encode-rna	.
7357	ENCFF946QQD	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7357	RNA:large intestine tissue female embryo (85 days)	rna	encode	encode-rna	.
7358	ENCFF490SYS	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7358	RNA:muscle of leg tissue male embryo (96 days)	rna	encode	encode-rna	.
7359	ENCFF837YDW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7360	RNA:K562 cytosolic fraction	rna	encode	encode-rna	+
7361	ENCFF300QBN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7362	RNA:mammary epithelial cell female adult (17 years)	rna	encode	encode-rna	+
7363	ENCFF104DTS	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7363	RNA:CD8-positive, alpha-beta T cell male adult (37 years)	rna	encode	encode-rna	.
7364	ENCFF551UCO	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7364	RNA:left lung tissue female embryo (108 days)	rna	encode	encode-rna	.
7365	ENCFF853VJV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7366	RNA:HepG2 cytosolic fraction	rna	encode	encode-rna	+
7367	ENCFF726WTR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7368	RNA:suprapubic skin tissue male adult (37 years)	rna	encode	encode-rna	+
7369	ENCFF458XQS	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7369	RNA:heart tissue female embryo (91 days)	rna	encode	encode-rna	.
7370	ENCFF193HXZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7371	RNA:middle frontal area 46 tissue female adult (88 years)	rna	encode	encode-rna	+
7372	ENCFF289VET	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7372	RNA:K562 treated with 7.5 nM Panobinostat for 4 hours	rna	encode	encode-rna	.
7373	ENCFF858QRQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7374	RNA:right cardiac atrium tissue male adult (40 years)	rna	encode	encode-rna	+
7375	ENCFF096CZT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7376	RNA:ectodermal cell originated from HUES64	rna	encode	encode-rna	+
7377	ENCFF701JUX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7378	RNA:with Alzheimer's disease; middle frontal area 46 tissue male adult (90 or above years)	rna	encode	encode-rna	+
7379	ENCFF571AFR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7380	RNA:left ventricle myocardium superior tissue male adult (60 years)	rna	encode	encode-rna	+
7381	ENCFF163AGZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7382	RNA:excitatory neuron	rna	encode	encode-rna	+
7383	ENCFF863JIL+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7384	RNA:glomerular endothelial cell female embryo (22 weeks) and male embryo (22 weeks)	rna	encode	encode-rna	+
7385	ENCFF318MTJ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7386	RNA:SJSA1	rna	encode	encode-rna	+
7387	ENCFF107LVE	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7387	RNA:placenta tissue female embryo (113 days)	rna	encode	encode-rna	.
7388	ENCFF432UNL	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7388	RNA:K562 treated with 50 uM C646 for 24 hours	rna	encode	encode-rna	.
7389	ENCFF717QBH	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7389	RNA:right renal cortex interstitium tissue male embryo (120 days)	rna	encode	encode-rna	.
7390	ENCFF278EZT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7391	RNA:K562	rna	encode	encode-rna	+
7392	ENCFF990JTR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	7393	RNA:HepG2 membrane fraction	rna	encode	encode-rna	+
7394	ENCFF279MVV	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	7394	RNA:GM12878	rna	encode	encode-rna	.
